application_id,application_date,application_month,claimed_first_name,claimed_last_name,date_of_birth,age,ssn_last4,address_line,city,state,zip_code,phone_number,email,email_domain,is_free_email_domain,employer_name,employer_industry,annual_income,housing_status,months_at_address,months_at_employer,thin_file_flag,device_id,ip_region,application_hour,num_prev_apps_same_device_7d,num_prev_apps_same_email_30d,num_prev_apps_same_phone_30d,num_prev_apps_same_address_30d,zip_ip_distance_proxy,name_email_match_score,document_uploaded,verification_note,ocr_document_text,address_explanation_text,employment_explanation_text,fraud_label,fraud_type,difficulty_level,generated_signal_score
APP-B4A0BC258249,2024-07-28,2024-07,Brian,Young,1966-03-13,58,2293,8941 Island Drive,Pittsburgh,PA,15201,769-756-8364,account276@icloud.com,icloud.com,1,Bank of America,finance,156000,family,24,14,0,DEV-4FFA97C38F5543C8,PA,4,0,0,0,0,0.341,0.019,1,Short employment tenure due to recent graduation.,SSN visible digits do not match application,Currently staying with family while apartment lease finalizes.,Promoted internally and tenure reflects new role start date.,0,legitimate_noisy,hard,0.174
APP-E4E723390A9F,2024-04-06,2024-04,Laura,Nguyen,1973-04-23,51,5257,1575 High Street,Boston,MA,2101,248-802-9489,lnguyen@icloud.com,icloud.com,1,DHL,logistics,45000,rent,22,7,0,DEV-C0470566C87E444F,MA,18,1,0,0,0,0.194,0.526,1,All documents match application details.,Mortgage statement borrower Laura Nguyen property Boston MA,Address updated after recent move and utility transfer in progress.,Started new position at DHL last month.,0,legitimate_noisy,medium,0.171
APP-4864322846BB,2024-10-08,2024-10,Cynthia,Richardson,1986-09-13,38,9124,1849 Vineyard Drive,St Louis,MO,63101,748-368-4856,cynthia.richardson@comcast.net,comcast.net,0,General Electric,manufacturing,56000,family,97,50,0,DEV-27A636ABA97A46C9,MO,16,0,0,0,0,0.127,0.904,1,Name variation due to nickname but documents otherwise consistent.,Bank statement Cynthia Richardson address 1849 Vineyard Drive St Louis MO 63101,Recently purchased home and previous address was rental.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.027
APP-BAF1341EAF27,2024-01-16,2024-01,Anthony,White,1995-07-12,29,6602,1268 Lake Drive,Austin,TX,78701,210-914-5918,anthonywhite@earthlink.net,earthlink.net,0,Intel Corporation,technology,159000,rent,66,85,0,DEV-654538BF355F428C,TX,8,0,0,0,0,0.009,0.888,1,All documents match application details.,Direct deposit form Anthony White employer Intel Corporation verified,Recently purchased home and previous address was rental.,Returned to workforce after parental leave.,0,legitimate_clean,easy,0.012
APP-CBC8E7936E3F,2024-06-14,2024-06,Linda,Price,1969-06-11,55,8531,6509 Independence Drive,Memphis,TN,38101,256-323-3357,account221@gmail.com,gmail.com,1,State Farm,insurance,68000,rent,11,9,0,DEV-E5F80C01D5054299,TN,9,0,0,0,2,0.319,0.0,1,All documents match application details.,Mortgage statement borrower Linda Price property Memphis TN,Currently staying with family while apartment lease finalizes.,Recently joined employer after graduation.,0,legitimate_noisy,hard,0.206
APP-964D69303E6A,2024-10-22,2024-10,Kathleen,Torres,1993-04-10,31,3618,3065 Main Street,Raleigh,NC,27601,877-663-2541,kathleentorres@hotmail.com,hotmail.com,1,UnitedHealth Group,healthcare,79000,rent,36,92,0,DEV-A1B1D5CA44A34DE5,NC,12,0,0,0,0,0.26,0.933,1,All verification checks passed successfully.,ID card Kathleen Torres address matches application Raleigh NC,Temporary housing while relocating to NC for employment.,Relocated for spouse employment and found new job in Raleigh.,0,legitimate_clean,easy,0.042
APP-B77541E63C6F,2024-06-30,2024-06,Melissa,Ramos,1992-12-28,32,5045,6932 Island Drive,Tucson,AZ,85701,674-439-3024,melissa.r@mail.com,mail.com,1,Kaiser Permanente,healthcare,126000,other,8,3,0,DEV-FRAUD-0045,TX,2,0,0,1,1,0.28,0.521,1,Address history verified through public records.,Driver license Melissa Ramos DOB verified address Tucson AZ,Multiple different addresses provided during verification.,Started new position at Kaiser Permanente last month.,1,synthetic_identity,hard,0.259
APP-0889E225064E,2024-10-08,2024-10,Andrew,Cruz,1980-08-06,44,4683,8479 Elm Street,Orlando,FL,32801,999-994-6550,andrew64@officeemail.com,officeemail.com,0,Kaiser Permanente,healthcare,55000,rent,118,18,0,DEV-D881389AFF9C470A,FL,4,0,0,0,0,0.181,0.447,1,Address history verified through public records.,Voter registration Andrew Cruz address 8479 Elm Street Orlando confirmed,College graduate recently moved to new city for first job.,Started new position at Kaiser Permanente last month.,0,legitimate_clean,medium,0.118
APP-62CCDF646AFE,2024-01-05,2024-01,Nicholas,Torres,1956-12-04,68,7244,6787 Orchard Road,Indianapolis,IN,46201,928-290-9826,ntorres@mail.com,mail.com,1,Boeing,manufacturing,78000,rent,38,76,0,DEV-26C428D2F95E448D,IN,8,0,0,0,0,0.274,0.494,1,Applicant provided additional documentation as requested.,Health insurance card Nicholas Torres employer Boeing active,Address updated after recent move and utility transfer in progress.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.088
APP-4D96097899DD,2024-03-31,2024-03,Stephen,Gonzalez,1994-08-18,30,7688,5900 Adams Road,San Francisco,CA,94101,647-854-3648,stephen_gonzalez@gmail.com,gmail.com,1,HCA Healthcare,healthcare,89000,rent,54,60,0,DEV-39EC7D22FA6B40EC,CA,17,1,0,0,0,0.185,0.851,0,Document quality acceptable and all fields readable.,Health insurance card Stephen Gonzalez employer HCA Healthcare active,Temporary housing while relocating to CA for employment.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.187
APP-16B85F87EBAF,2024-09-11,2024-09,William,King,1997-08-20,27,9666,8655 River Road,San Diego,CA,92101,793-760-1731,william_king@live.com,live.com,1,Ascension Health,healthcare,51000,other,97,87,0,DEV-B07DB0039C99400B,CA,8,1,0,0,0,0.233,0.908,1,Applicant provided additional documentation as requested.,Employer letter confirms salary and start date for William King,Address updated after recent move and utility transfer in progress.,Relocated for spouse employment and found new job in San Diego.,0,legitimate_clean,medium,0.161
APP-9901FE28B915,2024-08-13,2024-08,Jeffrey,Kim,1989-10-19,35,6656,6237 Ranch Drive,San Diego,CA,92101,347-585-4650,jeffrey76@att.net,att.net,0,UnitedHealth Group,healthcare,153000,own,115,62,0,DEV-007FB8E17CE94342,CA,17,0,0,0,0,0.107,0.353,1,Applicant provided additional documentation as requested.,Bank statement Jeffrey Kim address 6237 Ranch Drive San Diego CA 92101,Currently staying with family while apartment lease finalizes.,Started new position at UnitedHealth Group last month.,0,legitimate_clean,medium,0.016
APP-C8D99DB1456A,2024-03-26,2024-03,George,Hughes,1958-09-10,66,4370,4106 Hillcrest Road,St Louis,MO,63101,627-325-9013,george60@mail.com,mail.com,1,Caterpillar,manufacturing,43000,rent,75,34,0,DEV-99F35C2926A44649,MO,20,0,0,0,0,0.26,0.368,1,All verification checks passed successfully.,Mortgage statement borrower George Hughes property St Louis MO,Recently relocated for work and mailing and residential address differ temporarily.,Started new position at Caterpillar last month.,0,legitimate_clean,easy,0.107
APP-8A25AF2212B5,2024-01-05,2024-01,Karen,Johnson,1983-08-12,41,7597,8186 Bridge Street,San Antonio,TX,78201,913-232-6410,karen.johnson@att.net,att.net,0,Target,retail,57000,rent,46,56,0,DEV-C415764955634E34,TX,20,0,0,0,0,0.248,0.875,1,Identity documents match across all sources.,Driver license Karen Johnson DOB verified address San Antonio TX,Temporary housing while relocating to TX for employment.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.048
APP-623759EAB698,2024-03-23,2024-03,Timothy,Anderson,1985-12-23,39,8510,8041 Ridge Road,San Francisco,CA,94101,481-617-8998,timothy.anderson8@yahoo.com,yahoo.com,1,Community Health Systems,healthcare,57000,own,80,82,0,DEV-C5805EA27B974461,CA,8,0,0,0,0,0.083,0.889,1,Documents clear and consistent with application.,ID card Timothy Anderson address matches application San Francisco CA,Recently relocated for work and mailing and residential address differ temporarily.,Started new position at Community Health Systems last month.,0,legitimate_clean,easy,0.049
APP-E15F9031BD6D,2024-10-11,2024-10,Rachel,Ramirez,1988-11-01,36,1991,8369 Sunset Boulevard,Orlando,FL,32801,417-727-7550,rachelramirez@icloud.com,icloud.com,1,XPO Logistics,logistics,51000,rent,9,7,0,DEV-64040D6832584BA5,TN,5,0,0,0,0,0.273,0.942,1,Name spelling variation noted but documents consistent.,ID card Rachel Ramirez address matches application Orlando FL,Moved to Orlando last month for new job opportunity.,Career change to logistics industry and short tenure expected.,0,legitimate_noisy,medium,0.164
APP-473F18AF5788,2024-02-11,2024-02,David,Smith,1986-01-19,38,9426,3154 Brookside Drive,Boston,MA,2101,622-560-7848,davidsmith@companymail.com,companymail.com,0,Marriott International,hospitality,31000,family,92,54,0,DEV-193AD63FEEF94DE9,MA,2,0,0,0,0,0.027,0.866,1,Name spelling variation noted but documents consistent.,Utility bill account holder David Smith service address Boston MA,Currently staying with family while apartment lease finalizes.,Started new position at Marriott International last month.,0,legitimate_clean,medium,0.072
APP-BBB6A4246E52,2024-09-02,2024-09,Emily,Kim,2002-08-05,22,3590,6299 Summit Drive,Seattle,WA,98101,603-587-1951,emily.kim@hotmail.com,hotmail.com,1,Hilton Hotels,hospitality,35000,rent,30,6,0,DEV-4331E62EA5C4438A,WA,10,0,0,0,0,0.192,0.913,1,Employment confirmed with HR department.,Professional license Emily Kim address Seattle WA valid,Moved to Seattle last month for new job opportunity.,Relocated for spouse employment and found new job in Seattle.,0,legitimate_clean,easy,0.037
APP-2F774D31B586,2024-10-31,2024-10,Kenneth,Gray,1998-04-03,26,5691,3053 Vineyard Drive,New York,NY,10001,324-939-8357,kenneth_gray@verizon.net,verizon.net,0,General Electric,manufacturing,65000,own,42,51,0,DEV-0C44A6B3B86444A2,NY,17,0,0,0,0,0.067,0.856,1,Income verified through pay stubs provided.,Health insurance card Kenneth Gray employer General Electric active,College graduate recently moved to new city for first job.,Returned to workforce after parental leave.,0,legitimate_clean,medium,0.047
APP-B77F48CBF4E9,2024-03-22,2024-03,Carolyn,Howard,1984-11-27,40,8274,9171 Ranch Drive,Fresno,CA,93701,275-796-6105,carolyn5@yahoo.com,yahoo.com,1,DHL,logistics,54000,own,82,21,0,DEV-21863E02C5D546DC,GA,15,0,0,0,0,0.274,0.429,1,Phone number verified through callback.,Vehicle registration Carolyn Howard address Fresno CA current,Recently relocated for work and mailing and residential address differ temporarily.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.088
APP-D5D4B7911CD6,2024-05-12,2024-05,Brian,Price,1959-12-09,65,8471,1503 Creekside Lane,Fresno,CA,93701,710-471-3030,brianprice@gmail.com,gmail.com,1,Community Health Systems,healthcare,48000,rent,120,26,0,DEV-062739674C3947C4,IN,14,0,0,0,0,0.258,0.902,0,Name spelling variation noted but documents consistent.,Insurance card holder Brian Price policy active current address confirmed,Recently relocated for work and mailing and residential address differ temporarily.,Relocated for spouse employment and found new job in Fresno.,0,legitimate_clean,easy,0.084
APP-05C612C87BD7,2024-12-24,2024-12,Margaret,Rodriguez,1993-09-19,31,7857,9070 Freedom Avenue,Tucson,AZ,85701,376-721-5523,margaret40@corporateemail.com,corporateemail.com,0,Amazon,technology,84000,family,24,71,0,DEV-B3EA531BC6C342C1,TX,10,0,0,0,0,0.064,0.464,1,Phone number verified through callback.,Employer letter confirms salary and start date for Margaret Rodriguez,Currently staying with family while apartment lease finalizes.,Career change to technology industry and short tenure expected.,0,legitimate_clean,easy,0.049
APP-EC2EBE24F25F,2024-06-14,2024-06,Rachel,Nguyen,1961-08-06,63,9955,440 Liberty Street,Raleigh,NC,27601,459-595-2209,account304@officeemail.com,officeemail.com,0,Community Health Systems,healthcare,47000,rent,4,1,1,DEV-CLUSTER-0011,MN,3,3,0,2,2,0.657,0.0,1,Address appears associated with multiple prior applicants.,Income amount on document differs significantly from stated,Claimed address appears to be commercial property.,Income stated inconsistent with employer and role type.,1,coordinated_attack,medium,0.821
APP-C1151CE538F0,2024-11-14,2024-11,William,Wilson,1988-07-13,36,1475,1444 Bridge Street,Tucson,AZ,85701,971-993-7634,wwilson@businessmail.com,businessmail.com,0,Home Depot,retail,54000,rent,87,61,0,DEV-D681158F31454609,AZ,9,0,0,0,0,0.147,0.716,1,Recent address change explained and documented.,Utility statement confirms service address and applicant name,Recently relocated for work and mailing and residential address differ temporarily.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,medium,0.0
APP-015ECBACFF4F,2024-08-17,2024-08,Brenda,Kelly,1979-11-09,45,1496,3339 Prairie Street,Atlanta,GA,30301,695-641-1954,brenda.kelly@mail.com,mail.com,1,Bank of America,finance,189000,own,88,31,0,DEV-8116EC2F362B45DA,GA,16,0,0,0,0,0.199,0.931,1,Document quality acceptable and all fields readable.,Direct deposit form Brenda Kelly employer Bank of America verified,Temporary housing while relocating to GA for employment.,Relocated for spouse employment and found new job in Atlanta.,0,legitimate_clean,medium,0.03
APP-8FA4946AC460,2024-09-11,2024-09,Matthew,Cruz,2001-01-22,23,8248,9531 Peninsula Lane,Louisville,KY,40201,511-926-4434,matthewcruz@charter.net,charter.net,0,Mayo Clinic,healthcare,67000,rent,27,53,0,DEV-CFBC484A13BA4C6D,KY,9,0,0,0,0,0.255,0.869,1,All verification checks passed successfully.,Professional license Matthew Cruz address Louisville KY valid,Recently relocated for work and mailing and residential address differ temporarily.,Started new position at Mayo Clinic last month.,0,legitimate_clean,medium,0.0
APP-E5DA408966E2,2024-10-08,2024-10,Matthew,Green,1965-01-01,59,3253,5168 Ridge Road,Cleveland,OH,44101,950-991-1276,matthew_green@sbcglobal.net,sbcglobal.net,0,Meta,technology,178000,rent,12,53,0,DEV-EEE84C827F39491C,OH,19,0,0,0,0,0.25,0.917,1,Name variation due to nickname but documents otherwise consistent.,Employer letter confirms salary and start date for Matthew Green,Recently relocated for work and mailing and residential address differ temporarily.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.0
APP-53F8B1AF98E0,2024-09-06,2024-09,Melissa,Castillo,1981-04-22,43,6041,8574 Oak Avenue,Jacksonville,FL,32201,733-488-7770,melissa_castillo@att.net,att.net,0,Allstate,insurance,80000,own,35,34,0,DEV-594B40C7428A4935,FL,12,0,0,0,0,0.161,0.901,1,Address history verified through public records.,Tax document Melissa Castillo filing address 8574 Oak Avenue Jacksonville FL,Currently staying with family while apartment lease finalizes.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.0
APP-2609C02FDC79,2024-09-14,2024-09,Nicole,Ross,1999-11-07,25,3412,6020 Bridge Street,San Jose,CA,95101,266-892-6542,nicole.ross73@att.net,att.net,0,Dell Technologies,technology,119000,family,37,71,0,DEV-0D177B0268C24A22,NY,3,0,0,0,0,0.097,0.882,1,Phone number verified through callback.,Insurance card holder Nicole Ross policy active current address confirmed,Currently staying with family while apartment lease finalizes.,Relocated for spouse employment and found new job in San Jose.,0,legitimate_clean,easy,0.033
APP-817C02E82324,2024-10-11,2024-10,Daniel,Williams,1971-12-26,53,0651,2777 Main Street,Atlanta,GA,30301,685-986-2438,user1994@yahoo.com,yahoo.com,1,General Motors,manufacturing,70000,family,3,7,1,DEV-FRAUD-0011,CA,16,1,0,1,1,0.565,0.031,1,Phone number linked to multiple recent applications.,Employer General Motors not found on provided document,Multiple different addresses provided during verification.,Unable to confirm employment at stated company.,1,synthetic_identity,medium,0.594
APP-2D02A7A8D9E3,2024-12-06,2024-12,Angela,Morales,1993-06-18,31,3069,3725 Lakeside Drive,Columbus,OH,43201,590-307-7792,account629@live.com,live.com,1,Home Depot,retail,28000,own,7,7,0,DEV-1C96DD1375644ABA,OH,18,0,0,0,2,0.344,0.026,1,Application submitted at unusual hour from flagged region.,Health insurance card Angela Morales employer Home Depot active,Address updated after recent move and utility transfer in progress.,Started new position at Home Depot last month.,0,legitimate_noisy,medium,0.262
APP-631B36DFF929,2024-10-01,2024-10,Daniel,Murphy,1955-11-18,69,8282,8070 Brookside Drive,Jacksonville,FL,32201,734-885-7258,daniel92@companymail.com,companymail.com,0,CVS Health,retail,34000,rent,34,7,0,DEV-E2EBBDF8A6724B20,FL,10,0,0,0,0,0.29,0.427,1,Name spelling variation noted but documents consistent.,ID card Daniel Murphy address matches application Jacksonville FL,College graduate recently moved to new city for first job.,Career change to retail industry and short tenure expected.,0,legitimate_clean,easy,0.077
APP-E09F5F573A4F,2024-06-22,2024-06,Charles,Parker,2004-03-28,20,2964,1361 Greenwood Drive,Philadelphia,PA,19101,688-415-7593,charles17@live.com,live.com,1,American Express,finance,118000,rent,38,29,0,DEV-307031DDD88A4503,PA,11,0,0,0,0,0.228,0.362,1,Document quality acceptable and all fields readable.,Bank statement Charles Parker address 1361 Greenwood Drive Philadelphia PA 19101,Recently relocated for work and mailing and residential address differ temporarily.,Relocated for spouse employment and found new job in Philadelphia.,0,legitimate_clean,easy,0.079
APP-EDBDFD7C3FA1,2024-11-27,2024-11,Ryan,Allen,1996-11-14,28,3927,2840 Fairview Lane,Detroit,MI,48201,874-948-3067,r2779@hotmail.com,hotmail.com,1,McDonalds,hospitality,33000,family,34,4,0,DEV-EBEBC8618AA24A61,MI,19,1,0,0,1,0.535,0.0,1,Employer verification returned no matching records.,Pay stub employer name partially obscured does not match,Multiple different addresses provided during verification.,Started new position at McDonalds last month.,1,true_name_fraud,medium,0.424
APP-BD3C3345FCFE,2024-09-19,2024-09,Alexander,Taylor,1993-08-20,31,4180,1994 Heritage Lane,Dallas,TX,75201,422-667-8161,alexander_taylor@live.com,live.com,1,Salesforce,technology,112000,own,74,42,0,DEV-2D641F8A8F6745D5,TX,10,0,0,0,0,0.056,0.851,1,Address discrepancy resolved with updated proof.,Driver license Alexander Taylor DOB verified address Dallas TX,Currently staying with family while apartment lease finalizes.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.094
APP-34A24E95A8ED,2024-06-07,2024-06,Emily,Jimenez,2005-11-14,19,2815,3812 Forest Lane,Chicago,IL,60601,901-823-8194,emily44@professionalmail.com,professionalmail.com,0,Wells Fargo,finance,109000,family,18,11,0,DEV-6096C637B35545F7,IL,23,1,0,0,0,0.335,0.443,0,Recent address change explained and documented.,Health insurance card Emily Jimenez employer Wells Fargo active,Recently purchased home and previous address was rental.,Promoted internally and tenure reflects new role start date.,0,legitimate_noisy,easy,0.228
APP-C1696C3C961F,2024-03-10,2024-03,John,Mitchell,1974-06-12,50,9634,5582 Freedom Avenue,St Louis,MO,63101,433-407-5170,john_mitchell@cox.net,cox.net,0,JPMorgan Chase,finance,168000,rent,26,83,0,DEV-4FB6FDD46C8C45FE,MO,11,0,0,0,0,0.189,0.907,1,Address discrepancy resolved with updated proof.,Lease agreement tenant John Mitchell property 5582 Freedom Avenue St Louis,Temporary housing while relocating to MO for employment.,Career change to finance industry and short tenure expected.,0,legitimate_clean,easy,0.0
APP-C583FE947CD3,2024-12-06,2024-12,George,Cook,1971-02-24,53,5196,5928 Woodland Avenue,San Diego,CA,92101,679-439-4707,george_cook@workmail.com,workmail.com,0,JB Hunt,logistics,49000,rent,75,81,1,DEV-34FC4C2A561F4A29,CA,18,0,0,0,0,0.274,0.918,1,Phone and email both verified successfully.,Driver license George Cook DOB verified address San Diego CA,Temporary housing while relocating to CA for employment.,Started new position at JB Hunt last month.,0,legitimate_clean,easy,0.096
APP-40CF4C240776,2024-03-26,2024-03,George,Watson,1971-04-15,53,9266,7142 Coastal Road,Las Vegas,NV,89101,934-406-4880,george.watson@live.com,live.com,1,Ford Motor Company,manufacturing,67000,rent,0,2,0,DEV-2D8AAC7B9EE6480E,MD,4,2,0,0,2,0.429,0.897,1,Address history verified through public records.,Document ZIP code differs from entered 89101,College graduate recently moved to new city for first job.,Relocated for spouse employment and found new job in Las Vegas.,1,synthetic_identity,hard,0.419
APP-1CB7914232F3,2024-12-21,2024-12,Edward,Clark,1961-03-17,63,9997,8783 Coastal Road,Portland,OR,97201,824-652-2882,edwardclark@workmail.com,workmail.com,0,Intel Corporation,technology,132000,rent,100,84,0,DEV-3EEE7826253D4116,PA,18,0,0,0,0,0.027,0.907,1,Standard verification completed without issues.,Driver license Edward Clark DOB verified address Portland OR,Recently purchased home and previous address was rental.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.0
APP-6E776E0726CE,2024-04-25,2024-04,Mary,Wright,1962-02-06,62,7197,6867 Front Street,Tucson,AZ,85701,831-701-6323,mwright@live.com,live.com,1,Cisco Systems,technology,128000,rent,111,11,0,DEV-2DEFF557D3A74960,AZ,18,0,0,0,0,0.172,0.461,1,Employer verified through callback and start date consistent.,Lease agreement tenant Mary Wright property 6867 Front Street Tucson,Temporary housing while relocating to AZ for employment.,Returned to workforce after parental leave.,0,legitimate_clean,easy,0.09
APP-1D209FA8C55E,2024-07-11,2024-07,Samuel,Parker,1991-07-17,33,8062,7800 Market Street,Cleveland,OH,44101,594-273-3243,samuelparker@protonmail.com,protonmail.com,1,Progressive,insurance,103000,rent,26,45,0,DEV-3FB8DD67E30B45BB,OH,8,0,0,0,0,0.166,0.882,1,Recent address change explained and documented.,Voter registration Samuel Parker address 7800 Market Street Cleveland confirmed,Address updated after recent move and utility transfer in progress.,Started new position at Progressive last month.,0,legitimate_clean,easy,0.094
APP-C465E5CC5150,2024-04-10,2024-04,Karen,Lopez,2006-05-19,18,2147,7331 Water Street,Los Angeles,CA,90001,446-846-4961,k2528@aol.com,aol.com,1,Amazon,technology,65000,other,0,6,1,DEV-FRAUD-0032,OH,5,3,1,3,4,0.879,0.0,1,Document appears altered or inconsistent.,Address on document 7331 Water Street differs from application,No clear explanation for address mismatch with documents.,Income stated inconsistent with employer and role type.,1,synthetic_identity,easy,0.895
APP-FC1DD9B42853,2024-03-16,2024-03,Susan,Reyes,2004-08-21,20,4732,5662 Lincoln Drive,Pittsburgh,PA,15201,370-983-2327,susanreyes@msn.com,msn.com,1,Cleveland Clinic,healthcare,54000,rent,34,86,0,DEV-76C4031F6FA442F6,PA,14,0,0,0,0,0.187,0.94,1,Email confirmed through verification link.,Bank statement Susan Reyes address 5662 Lincoln Drive Pittsburgh PA 15201,Temporary housing while relocating to PA for employment.,Returned to workforce after parental leave.,0,legitimate_clean,easy,0.088
APP-D3AE46FE98A3,2024-06-29,2024-06,Larry,Baker,1979-08-05,45,2603,5327 River Road,Nashville,TN,37201,774-302-7202,larry.b@live.com,live.com,1,FedEx,logistics,47000,rent,119,59,0,DEV-8F8110D9F5F14F6E,TN,9,0,0,0,0,0.137,0.462,1,Identity verified through standard process.,Insurance card holder Larry Baker policy active current address confirmed,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,medium,0.143
APP-30B186E1E5A0,2024-04-29,2024-04,Mary,Howard,1972-12-19,52,5850,5011 Franklin Avenue,San Jose,CA,95101,697-332-7993,pmcvoh35@cox.net,cox.net,0,Community Health Systems,healthcare,100000,rent,21,9,0,DEV-77CEA2A677BC4237,CA,11,0,0,0,0,0.24,0.115,1,Contact information does not match any public records.,Bank statement Mary Howard address 5011 Franklin Avenue San Jose CA 95101,Moved to San Jose last month for new job opportunity.,Promoted internally and tenure reflects new role start date.,0,legitimate_noisy,medium,0.068
APP-331060F1978B,2024-09-24,2024-09,Carol,Edwards,1975-01-23,49,6350,2249 Prince Street,Cleveland,OH,44101,444-413-2228,cedwards@ymail.com,ymail.com,1,Kaiser Permanente,healthcare,58000,own,24,7,0,DEV-80C697B0FA1D4D4A,OH,13,0,0,0,0,0.026,0.478,1,Name variation due to nickname but documents otherwise consistent.,Employer letter confirms salary and start date for Carol Edwards,Moved to Cleveland last month for new job opportunity.,Contractor converted to full-time employee recently.,0,legitimate_clean,medium,0.127
APP-CFC6C24C5266,2024-12-29,2024-12,Timothy,Hall,1961-07-17,63,4185,4330 West Street,Detroit,MI,48201,997-437-9189,timothy_hall@workmail.com,workmail.com,0,XPO Logistics,logistics,36000,other,49,92,0,DEV-B7EF6421E24D41AC,PA,8,0,0,0,0,0.202,0.859,1,Identity verified through standard process.,Pay stub XPO Logistics employee Timothy Hall period ending current,Address updated after recent move and utility transfer in progress.,Relocated for spouse employment and found new job in Detroit.,0,legitimate_clean,easy,0.0
APP-2ACA2DCB0C1C,2024-01-01,2024-01,Anna,Baker,2001-09-24,23,8503,1575 River Road,San Antonio,TX,78201,585-861-3113,annabaker@aol.com,aol.com,1,Best Buy,retail,29000,own,90,41,0,DEV-4EA5A0F3ECC841A6,CA,13,0,0,0,0,0.153,0.949,1,Address confirmed via utility statement.,Direct deposit form Anna Baker employer Best Buy verified,Temporary housing while relocating to TX for employment.,Started new position at Best Buy last month.,0,legitimate_clean,easy,0.095
APP-A0A932DC07CE,2024-11-01,2024-11,Charles,Cook,1979-02-26,45,0421,1511 Shady Grove Road,Omaha,NE,68101,612-266-6266,charles.c@yahoo.com,yahoo.com,1,Boeing,manufacturing,61000,own,9,11,1,DEV-0B376F7C948A4F5A,NE,16,0,0,0,0,0.47,0.453,1,Recent address change explained and documented.,Health insurance card Charles Cook employer Boeing active,Moved to Omaha last month for new job opportunity.,Recently joined employer after graduation.,0,legitimate_noisy,medium,0.281
APP-D8FFDD67A19F,2024-12-09,2024-12,Linda,Flores,1989-03-06,35,2820,2354 Coastal Road,Miami,FL,33101,955-679-5615,lflores@officeemail.com,officeemail.com,0,Goldman Sachs,finance,103000,rent,102,25,0,DEV-F72A4BA65DBC4130,FL,19,0,0,0,0,0.184,0.498,1,Identity documents match across all sources.,Bank statement Linda Flores address 2354 Coastal Road Miami FL 33101,Moved to Miami last month for new job opportunity.,Relocated for spouse employment and found new job in Miami.,0,legitimate_clean,easy,0.028
APP-E095717492AF,2024-02-24,2024-02,George,Lopez,1955-11-20,69,4206,7097 Maple Drive,Atlanta,GA,30301,796-896-7762,george31@hotmail.com,hotmail.com,1,Private Academy,education,88000,other,2,2,0,DEV-54848037C8FF46A7,FL,21,1,2,1,1,0.329,0.43,0,Document metadata suggests recent creation date.,Document date appears altered or inconsistent,Address updated after recent move and utility transfer in progress.,Recently joined employer after graduation.,1,synthetic_identity,medium,0.608
APP-6522CFC7A3BF,2024-02-25,2024-02,Brenda,Nelson,1974-07-21,50,6727,1754 Forest Lane,Kansas City,MO,64101,908-487-7588,brenda.n@comcast.net,comcast.net,0,Private Academy,education,65000,rent,65,15,0,DEV-45494EDE9DF24E48,MO,12,0,0,0,0,0.027,0.547,1,Income documentation matches stated amount.,Pay stub Private Academy employee Brenda Nelson period ending current,Temporary housing while relocating to MO for employment.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.0
APP-DE5308E2722C,2024-04-16,2024-04,Sandra,Robinson,1983-03-21,41,3401,7825 Washington Boulevard,Las Vegas,NV,89101,457-234-4349,sandra_robinson@aol.com,aol.com,1,General Electric,manufacturing,44000,rent,36,35,0,DEV-2D8467A08940407B,NV,13,0,0,0,0,0.154,0.863,1,Name spelling variation noted but documents consistent.,Name Sandra Robinson Address 7825 Washington Boulevard Las Vegas NV,Currently staying with family while apartment lease finalizes.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.022
APP-3BF4624AF9C4,2024-03-04,2024-03,Amanda,Alvarez,2003-06-04,21,8143,2529 Creekside Lane,Omaha,NE,68101,932-633-5925,amanda12@yahoo.com,yahoo.com,1,Walmart,retail,25000,rent,13,11,0,DEV-F0222F099B0A4137,NE,13,0,0,0,0,0.385,0.547,1,Employment confirmed with HR department.,Insurance card holder Amanda Alvarez policy active current address confirmed,Recently purchased home and previous address was rental.,Recently joined employer after graduation.,0,legitimate_noisy,easy,0.051
